RaceYear,RaceName,Driver,starting_compound,starting_lap_position,LapNumber
2019,Italian Grand Prix,KVY,MEDIUM,12.0,1
2019,Italian Grand Prix,LEC,SOFT,1.0,1
2019,Italian Grand Prix,MAG,SOFT,11.0,1
2019,Italian Grand Prix,NOR,MEDIUM,18.0,1
2019,Italian Grand Prix,PER,MEDIUM,17.0,1
2019,Italian Grand Prix,RAI,MEDIUM,19.0,1
2019,Italian Grand Prix,RIC,SOFT,6.0,1
2019,Italian Grand Prix,RUS,MEDIUM,15.0,1
2019,Italian Grand Prix,SAI,SOFT,8.0,1
2019,Italian Grand Prix,STR,SOFT,7.0,1
2019,Italian Grand Prix,VER,MEDIUM,20.0,1
2019,Italian Grand Prix,VET,SOFT,5.0,1
2019,Japanese Grand Prix,ALB,SOFT,7.0,1
2019,Japanese Grand Prix,BOT,SOFT,1.0,1
2019,Japanese Grand Prix,GAS,SOFT,8.0,1
2019,Japanese Grand Prix,GIO,MEDIUM,12.0,1
2019,Japanese Grand Prix,GRO,SOFT,14.0,1
2019,Japanese Grand Prix,HAM,SOFT,4.0,1
2019,Japanese Grand Prix,HUL,SOFT,10.0,1
2019,Japanese Grand Prix,KUB,MEDIUM,20.0,1
2019,Japanese Grand Prix,KVY,SOFT,17.0,1
2019,Japanese Grand Prix,LEC,SOFT,3.0,1
2019,Japanese Grand Prix,MAG,MEDIUM,13.0,1
2019,Japanese Grand Prix,NOR,SOFT,6.0,1
2019,Japanese Grand Prix,PER,SOFT,11.0,1
2019,Japanese Grand Prix,RAI,MEDIUM,15.0,1
2019,Japanese Grand Prix,RIC,MEDIUM,16.0,1
2019,Japanese Grand Prix,RUS,MEDIUM,19.0,1
2019,Japanese Grand Prix,SAI,SOFT,5.0,1
2019,Japanese Grand Prix,STR,SOFT,9.0,1
2019,Japanese Grand Prix,VER,SOFT,18.0,1
2019,Japanese Grand Prix,VET,SOFT,2.0,1
2019,Mexican Grand Prix,ALB,MEDIUM,3.0,1
2019,Mexican Grand Prix,BOT,MEDIUM,7.0,1
2019,Mexican Grand Prix,GAS,SOFT,10.0,1
2019,Mexican Grand Prix,GIO,MEDIUM,15.0,1
2019,Mexican Grand Prix,GRO,MEDIUM,20.0,1
2019,Mexican Grand Prix,HAM,MEDIUM,5.0,1
2019,Mexican Grand Prix,HUL,MEDIUM,13.0,1
2019,Mexican Grand Prix,KUB,MEDIUM,18.0,1
2019,Mexican Grand Prix,KVY,SOFT,9.0,1
2019,Mexican Grand Prix,LEC,MEDIUM,1.0,1
2019,Mexican Grand Prix,MAG,MEDIUM,17.0,1
2019,Mexican Grand Prix,NOR,SOFT,6.0,1
2019,Mexican Grand Prix,PER,MEDIUM,11.0,1
2019,Mexican Grand Prix,RAI,MEDIUM,16.0,1
2019,Mexican Grand Prix,RIC,HARD,12.0,1
2019,Mexican Grand Prix,RUS,MEDIUM,19.0,1
2019,Mexican Grand Prix,SAI,SOFT,4.0,1
2019,Mexican Grand Prix,STR,MEDIUM,14.0,1
2019,Mexican Grand Prix,VER,MEDIUM,8.0,1
2019,Mexican Grand Prix,VET,MEDIUM,2.0,1
2019,Monaco Grand Prix,ALB,SOFT,10.0,1
2019,Monaco Grand Prix,BOT,SOFT,2.0,1
2019,Monaco Grand Prix,GAS,SOFT,7.0,1
2019,Monaco Grand Prix,GIO,SOFT,19.0,1
2019,Monaco Grand Prix,GRO,SOFT,12.0,1
2019,Monaco Grand Prix,HAM,SOFT,1.0,1
2019,Monaco Grand Prix,HUL,MEDIUM,11.0,1
2019,Monaco Grand Prix,KUB,MEDIUM,18.0,1
2019,Monaco Grand Prix,KVY,SOFT,9.0,1
2019,Monaco Grand Prix,LEC,MEDIUM,14.0,1
2019,Monaco Grand Prix,MAG,SOFT,6.0,1
2019,Monaco Grand Prix,NOR,MEDIUM,13.0,1
2019,Monaco Grand Prix,PER,MEDIUM,16.0,1
2019,Monaco Grand Prix,RAI,SOFT,17.0,1
2019,Monaco Grand Prix,RIC,SOFT,5.0,1
2019,Monaco Grand Prix,RUS,MEDIUM,20.0,1
2019,Monaco Grand Prix,SAI,SOFT,8.0,1
2019,Monaco Grand Prix,STR,MEDIUM,15.0,1
2019,Monaco Grand Prix,VER,SOFT,3.0,1
2019,Monaco Grand Prix,VET,SOFT,4.0,1
2019,Russian Grand Prix,ALB,MEDIUM,18.0,1
2019,Russian Grand Prix,BOT,MEDIUM,5.0,1
2019,Russian Grand Prix,GAS,MEDIUM,13.0,1
2019,Russian Grand Prix,GIO,SOFT,12.0,1
2019,Russian Grand Prix,GRO,SOFT,,1
2019,Russian Grand Prix,HAM,MEDIUM,3.0,1
2019,Russian Grand Prix,HUL,SOFT,9.0,1
2019,Russian Grand Prix,KUB,MEDIUM,17.0,1
2019,Russian Grand Prix,KVY,HARD,14.0,1
2019,Russian Grand Prix,LEC,SOFT,2.0,1
2019,Russian Grand Prix,MAG,SOFT,10.0,1
2019,Russian Grand Prix,NOR,SOFT,6.0,1
2019,Russian Grand Prix,PER,SOFT,7.0,1
2019,Russian Grand Prix,RAI,MEDIUM,15.0,1
2019,Russian Grand Prix,RIC,SOFT,19.0,1
2019,Russian Grand Prix,RUS,MEDIUM,16.0,1
2019,Russian Grand Prix,SAI,SOFT,4.0,1
2019,Russian Grand Prix,STR,MEDIUM,11.0,1
2019,Russian Grand Prix,VER,SOFT,8.0,1
2019,Russian Grand Prix,VET,SOFT,1.0,1
2019,Singapore Grand Prix,ALB,SOFT,6.0,1
2019,Singapore Grand Prix,BOT,SOFT,5.0,1
2019,Singapore Grand Prix,GAS,HARD,10.0,1
2019,Singapore Grand Prix,GIO,MEDIUM,8.0,1
2019,Singapore Grand Prix,GRO,MEDIUM,17.0,1
2019,Singapore Grand Prix,HAM,SOFT,2.0,1
2019,Singapore Grand Prix,HUL,SOFT,18.0,1
2019,Singapore Grand Prix,KUB,MEDIUM,16.0,1
2019,Singapore Grand Prix,KVY,MEDIUM,12.0,1
2019,Singapore Grand Prix,LEC,SOFT,1.0,1
2019,Singapore Grand Prix,MAG,MEDIUM,9.0,1
2019,Singapore Grand Prix,NOR,SOFT,7.0,1
2019,Singapore Grand Prix,PER,MEDIUM,14.0,1
2019,Singapore Grand Prix,RAI,MEDIUM,11.0,1
2019,Singapore Grand Prix,RIC,MEDIUM,15.0,1
2019,Singapore Grand Prix,RUS,MEDIUM,19.0,1
2019,Singapore Grand Prix,SAI,SOFT,20.0,1
2019,Singapore Grand Prix,STR,MEDIUM,13.0,1
2019,Singapore Grand Prix,VER,SOFT,4.0,1
2019,Singapore Grand Prix,VET,SOFT,3.0,1
2019,Spanish Grand Prix,ALB,SOFT,10.0,1
2019,Spanish Grand Prix,BOT,SOFT,2.0,1
2019,Spanish Grand Prix,GAS,SOFT,6.0,1
2019,Spanish Grand Prix,GIO,SOFT,15.0,1
2019,Spanish Grand Prix,GRO,SOFT,7.0,1
2019,Spanish Grand Prix,HAM,SOFT,1.0,1
2019,Spanish Grand Prix,HUL,MEDIUM,18.0,1
2019,Spanish Grand Prix,KUB,MEDIUM,17.0,1
2019,Spanish Grand Prix,KVY,SOFT,9.0,1
2019,Spanish Grand Prix,LEC,SOFT,5.0,1
2019,Spanish Grand Prix,MAG,SOFT,8.0,1
2019,Spanish Grand Prix,NOR,SOFT,16.0,1
2019,Spanish Grand Prix,PER,SOFT,13.0,1
2019,Spanish Grand Prix,RAI,MEDIUM,20.0,1
2019,Spanish Grand Prix,RIC,SOFT,12.0,1
2019,Spanish Grand Prix,RUS,MEDIUM,19.0,1
2019,Spanish Grand Prix,SAI,SOFT,11.0,1
2019,Spanish Grand Prix,STR,MEDIUM,14.0,1
2019,Spanish Grand Prix,VER,SOFT,3.0,1
2019,Spanish Grand Prix,VET,SOFT,4.0,1
2019,United States Grand Prix,ALB,SOFT,11.0,1
2019,United States Grand Prix,BOT,MEDIUM,1.0,1
2019,United States Grand Prix,GAS,SOFT,8.0,1
2019,United States Grand Prix,GIO,MEDIUM,16.0,1
2019,United States Grand Prix,GRO,MEDIUM,14.0,1
2019,United States Grand Prix,HAM,MEDIUM,3.0,1
2019,United States Grand Prix,HUL,HARD,13.0,1
2019,United States Grand Prix,KUB,MEDIUM,19.0,1
2019,United States Grand Prix,KVY,HARD,15.0,1
2019,United States Grand Prix,LEC,MEDIUM,4.0,1
2019,United States Grand Prix,MAG,MEDIUM,10.0,1
2019,United States Grand Prix,NOR,SOFT,5.0,1
2019,United States Grand Prix,PER,MEDIUM,18.0,1
2019,United States Grand Prix,RAI,SOFT,12.0,1
2019,United States Grand Prix,RIC,SOFT,7.0,1
2019,United States Grand Prix,RUS,MEDIUM,20.0,1
2019,United States Grand Prix,SAI,SOFT,9.0,1
2019,United States Grand Prix,STR,MEDIUM,17.0,1
2019,United States Grand Prix,VER,MEDIUM,2.0,1
2019,United States Grand Prix,VET,MEDIUM,6.0,1
2020,70th Anniversary Grand Prix,ALB,MEDIUM,9.0,1
2020,70th Anniversary Grand Prix,BOT,MEDIUM,1.0,1
2020,70th Anniversary Grand Prix,GAS,MEDIUM,7.0,1
2020,70th Anniversary Grand Prix,GIO,MEDIUM,15.0,1
2020,70th Anniversary Grand Prix,GRO,MEDIUM,16.0,1
2020,70th Anniversary Grand Prix,HAM,MEDIUM,2.0,1
2020,70th Anniversary Grand Prix,HUL,MEDIUM,4.0,1
2020,70th Anniversary Grand Prix,KVY,HARD,14.0,1
2020,70th Anniversary Grand Prix,LAT,MEDIUM,18.0,1
2020,70th Anniversary Grand Prix,LEC,MEDIUM,10.0,1
2020,70th Anniversary Grand Prix,MAG,MEDIUM,13.0,1
2020,70th Anniversary Grand Prix,NOR,MEDIUM,8.0,1
2020,70th Anniversary Grand Prix,OCO,MEDIUM,12.0,1
2020,70th Anniversary Grand Prix,RAI,HARD,19.0,1
2020,70th Anniversary Grand Prix,RIC,MEDIUM,6.0,1
2020,70th Anniversary Grand Prix,RUS,MEDIUM,17.0,1
2020,70th Anniversary Grand Prix,SAI,HARD,11.0,1
2020,70th Anniversary Grand Prix,STR,MEDIUM,5.0,1
2020,70th Anniversary Grand Prix,VER,HARD,3.0,1
2020,70th Anniversary Grand Prix,VET,HARD,20.0,1
2020,Abu Dhabi Grand Prix,ALB,SOFT,5.0,1
2020,Abu Dhabi Grand Prix,BOT,MEDIUM,2.0,1
2020,Abu Dhabi Grand Prix,FIT,MEDIUM,18.0,1
2020,Abu Dhabi Grand Prix,GAS,SOFT,10.0,1
2020,Abu Dhabi Grand Prix,GIO,MEDIUM,15.0,1
2020,Abu Dhabi Grand Prix,HAM,MEDIUM,3.0,1
2020,Abu Dhabi Grand Prix,KVY,SOFT,7.0,1
2020,Abu Dhabi Grand Prix,LAT,MEDIUM,19.0,1
2020,Abu Dhabi Grand Prix,LEC,MEDIUM,13.0,1
2020,Abu Dhabi Grand Prix,MAG,HARD,17.0,1
2020,Abu Dhabi Grand Prix,NOR,SOFT,4.0,1
2020,Abu Dhabi Grand Prix,OCO,MEDIUM,9.0,1
2020,Abu Dhabi Grand Prix,PER,HARD,20.0,1
2020,Abu Dhabi Grand Prix,RAI,MEDIUM,14.0,1
2020,Abu Dhabi Grand Prix,RIC,HARD,11.0,1
2020,Abu Dhabi Grand Prix,RUS,MEDIUM,16.0,1
2020,Abu Dhabi Grand Prix,SAI,MEDIUM,6.0,1
2020,Abu Dhabi Grand Prix,STR,SOFT,8.0,1
2020,Abu Dhabi Grand Prix,VER,MEDIUM,1.0,1
2020,Abu Dhabi Grand Prix,VET,HARD,12.0,1
2020,Austrian Grand Prix,ALB,SOFT,4.0,1
2020,Austrian Grand Prix,BOT,SOFT,1.0,1
2020,Austrian Grand Prix,GAS,MEDIUM,12.0,1
2020,Austrian Grand Prix,GIO,MEDIUM,14.0,1
2020,Austrian Grand Prix,GRO,MEDIUM,18.0,1
2020,Austrian Grand Prix,HAM,SOFT,5.0,1
2020,Austrian Grand Prix,KVY,MEDIUM,15.0,1
2020,Austrian Grand Prix,LAT,MEDIUM,20.0,1
2020,Austrian Grand Prix,LEC,SOFT,7.0,1
2020,Austrian Grand Prix,MAG,MEDIUM,13.0,1
2020,Austrian Grand Prix,NOR,SOFT,3.0,1
2020,Austrian Grand Prix,OCO,MEDIUM,16.0,1
2020,Austrian Grand Prix,PER,SOFT,6.0,1
2020,Austrian Grand Prix,RAI,MEDIUM,17.0,1
2020,Austrian Grand Prix,RIC,SOFT,11.0,1
2020,Austrian Grand Prix,RUS,MEDIUM,19.0,1
2020,Austrian Grand Prix,SAI,SOFT,8.0,1
2020,Austrian Grand Prix,STR,SOFT,9.0,1
2020,Austrian Grand Prix,VER,MEDIUM,2.0,1
2020,Austrian Grand Prix,VET,MEDIUM,10.0,1
2020,Bahrain Grand Prix,ALB,MEDIUM,4.0,1
2020,Bahrain Grand Prix,BOT,MEDIUM,6.0,1
2020,Bahrain Grand Prix,GAS,MEDIUM,7.0,1
2020,Bahrain Grand Prix,GIO,MEDIUM,11.0,1
2020,Bahrain Grand Prix,GRO,HARD,,1
2020,Bahrain Grand Prix,HAM,MEDIUM,1.0,1
2020,Bahrain Grand Prix,KVY,MEDIUM,19.0,1
2020,Bahrain Grand Prix,LAT,HARD,16.0,1
2020,Bahrain Grand Prix,LEC,HARD,10.0,1
2020,Bahrain Grand Prix,MAG,MEDIUM,14.0,1
2020,Bahrain Grand Prix,NOR,MEDIUM,9.0,1
2020,Bahrain Grand Prix,OCO,MEDIUM,8.0,1
2020,Bahrain Grand Prix,PER,MEDIUM,3.0,1
2020,Bahrain Grand Prix,RAI,MEDIUM,17.0,1
2020,Bahrain Grand Prix,RIC,MEDIUM,5.0,1
2020,Bahrain Grand Prix,RUS,MEDIUM,18.0,1
2020,Bahrain Grand Prix,SAI,SOFT,13.0,1
2020,Bahrain Grand Prix,STR,MEDIUM,12.0,1
2020,Bahrain Grand Prix,VER,MEDIUM,2.0,1
2020,Bahrain Grand Prix,VET,MEDIUM,15.0,1
2020,Belgian Grand Prix,ALB,SOFT,6.0,1
2020,Belgian Grand Prix,BOT,MEDIUM,2.0,1
2020,Belgian Grand Prix,GAS,HARD,10.0,1
2020,Belgian Grand Prix,GIO,MEDIUM,14.0,1
2020,Belgian Grand Prix,GRO,MEDIUM,18.0,1
2020,Belgian Grand Prix,HAM,MEDIUM,1.0,1
2020,Belgian Grand Prix,KVY,MEDIUM,12.0,1
2020,Belgian Grand Prix,LAT,MEDIUM,19.0,1
2020,Belgian Grand Prix,LEC,SOFT,8.0,1
2020,Belgian Grand Prix,MAG,MEDIUM,15.0,1
2020,Belgian Grand Prix,NOR,SOFT,11.0,1
2020,Belgian Grand Prix,OCO,SOFT,5.0,1
2020,Belgian Grand Prix,PER,SOFT,9.0,1
2020,Belgian Grand Prix,RAI,MEDIUM,16.0,1
2020,Belgian Grand Prix,RIC,SOFT,4.0,1
2020,Belgian Grand Prix,RUS,MEDIUM,17.0,1
2020,Belgian Grand Prix,STR,SOFT,7.0,1
2020,Belgian Grand Prix,VER,MEDIUM,3.0,1
2020,Belgian Grand Prix,VET,MEDIUM,13.0,1
2020,British Grand Prix,ALB,MEDIUM,12.0,1
2020,British Grand Prix,BOT,MEDIUM,2.0,1
2020,British Grand Prix,GAS,MEDIUM,11.0,1
2020,British Grand Prix,GIO,MEDIUM,13.0,1
2020,British Grand Prix,GRO,MEDIUM,16.0,1
2020,British Grand Prix,HAM,MEDIUM,1.0,1
2020,British Grand Prix,KVY,MEDIUM,14.0,1
2020,British Grand Prix,LAT,MEDIUM,19.0,1
2020,British Grand Prix,LEC,MEDIUM,4.0,1
2020,British Grand Prix,MAG,MEDIUM,15.0,1
2020,British Grand Prix,NOR,SOFT,7.0,1
2020,British Grand Prix,OCO,SOFT,9.0,1
2020,British Grand Prix,RAI,MEDIUM,17.0,1
2020,British Grand Prix,RIC,SOFT,6.0,1
2020,British Grand Prix,RUS,MEDIUM,18.0,1
2020,British Grand Prix,SAI,SOFT,5.0,1
2020,British Grand Prix,STR,MEDIUM,8.0,1
2020,British Grand Prix,VER,MEDIUM,3.0,1
2020,British Grand Prix,VET,SOFT,10.0,1
2020,Eifel Grand Prix,ALB,SOFT,6.0,1
2020,Eifel Grand Prix,BOT,SOFT,1.0,1
2020,Eifel Grand Prix,GAS,MEDIUM,13.0,1
2020,Eifel Grand Prix,GIO,SOFT,11.0,1
2020,Eifel Grand Prix,GRO,MEDIUM,20.0,1
2020,Eifel Grand Prix,HAM,SOFT,2.0,1
2020,Eifel Grand Prix,HUL,SOFT,17.0,1
2020,Eifel Grand Prix,KVY,MEDIUM,15.0,1
2020,Eifel Grand Prix,LAT,SOFT,18.0,1
2020,Eifel Grand Prix,LEC,SOFT,4.0,1
2020,Eifel Grand Prix,MAG,SOFT,14.0,1
2020,Eifel Grand Prix,NOR,SOFT,7.0,1
2020,Eifel Grand Prix,OCO,SOFT,9.0,1
2020,Eifel Grand Prix,PER,SOFT,8.0,1
2020,Eifel Grand Prix,RAI,SOFT,19.0,1
2020,Eifel Grand Prix,RIC,SOFT,5.0,1
2020,Eifel Grand Prix,RUS,SOFT,16.0,1
2020,Eifel Grand Prix,SAI,SOFT,10.0,1
2020,Eifel Grand Prix,VER,SOFT,3.0,1
2020,Eifel Grand Prix,VET,MEDIUM,12.0,1
2020,Emilia Romagna Grand Prix,ALB,SOFT,7.0,1
2020,Emilia Romagna Grand Prix,BOT,MEDIUM,1.0,1
2020,Emilia Romagna Grand Prix,GAS,SOFT,5.0,1
2020,Emilia Romagna Grand Prix,GIO,SOFT,14.0,1
2020,Emilia Romagna Grand Prix,GRO,MEDIUM,17.0,1
2020,Emilia Romagna Grand Prix,HAM,MEDIUM,3.0,1
2020,Emilia Romagna Grand Prix,KVY,SOFT,8.0,1
2020,Emilia Romagna Grand Prix,LAT,MEDIUM,18.0,1
2020,Emilia Romagna Grand Prix,LEC,SOFT,6.0,1
2020,Emilia Romagna Grand Prix,MAG,MEDIUM,20.0,1
2020,Emilia Romagna Grand Prix,NOR,SOFT,9.0,1
2020,Emilia Romagna Grand Prix,OCO,MEDIUM,12.0,1
2020,Emilia Romagna Grand Prix,PER,MEDIUM,11.0,1
2020,Emilia Romagna Grand Prix,RAI,MEDIUM,16.0,1
2020,Emilia Romagna Grand Prix,RIC,SOFT,4.0,1
2020,Emilia Romagna Grand Prix,RUS,MEDIUM,13.0,1
2020,Emilia Romagna Grand Prix,SAI,SOFT,10.0,1
2020,Emilia Romagna Grand Prix,STR,MEDIUM,19.0,1
2020,Emilia Romagna Grand Prix,VER,MEDIUM,2.0,1
2020,Emilia Romagna Grand Prix,VET,MEDIUM,15.0,1
2020,Hungarian Grand Prix,ALB,INTERMEDIATE,11.0,1
2020,Hungarian Grand Prix,BOT,INTERMEDIATE,6.0,1
2020,Hungarian Grand Prix,GAS,INTERMEDIATE,12.0,1
2020,Hungarian Grand Prix,GIO,INTERMEDIATE,18.0,1
2020,Hungarian Grand Prix,GRO,MEDIUM,20.0,1
2020,Hungarian Grand Prix,HAM,INTERMEDIATE,1.0,1
2020,Hungarian Grand Prix,KVY,INTERMEDIATE,17.0,1
2020,Hungarian Grand Prix,LAT,INTERMEDIATE,10.0,1
2020,Hungarian Grand Prix,LEC,INTERMEDIATE,5.0,1
2020,Hungarian Grand Prix,MAG,MEDIUM,19.0,1
2020,Hungarian Grand Prix,NOR,INTERMEDIATE,13.0,1
2020,Hungarian Grand Prix,OCO,INTERMEDIATE,16.0,1
2020,Hungarian Grand Prix,PER,INTERMEDIATE,7.0,1
2020,Hungarian Grand Prix,RAI,INTERMEDIATE,14.0,1
2020,Hungarian Grand Prix,RIC,INTERMEDIATE,9.0,1
2020,Hungarian Grand Prix,RUS,INTERMEDIATE,15.0,1
2020,Hungarian Grand Prix,SAI,INTERMEDIATE,8.0,1
2020,Hungarian Grand Prix,STR,INTERMEDIATE,2.0,1
2020,Hungarian Grand Prix,VER,INTERMEDIATE,3.0,1
2020,Hungarian Grand Prix,VET,INTERMEDIATE,4.0,1
2020,Italian Grand Prix,ALB,SOFT,15.0,1
2020,Italian Grand Prix,BOT,SOFT,6.0,1
2020,Italian Grand Prix,GAS,SOFT,10.0,1
2020,Italian Grand Prix,GIO,MEDIUM,14.0,1
2020,Italian Grand Prix,GRO,MEDIUM,16.0,1
2020,Italian Grand Prix,HAM,SOFT,1.0,1
2020,Italian Grand Prix,KVY,HARD,11.0,1
2020,Italian Grand Prix,LAT,MEDIUM,19.0,1
2020,Italian Grand Prix,LEC,SOFT,13.0,1
2020,Italian Grand Prix,MAG,MEDIUM,20.0,1
2020,Italian Grand Prix,NOR,SOFT,3.0,1
2020,Italian Grand Prix,OCO,SOFT,9.0,1
2020,Italian Grand Prix,PER,SOFT,4.0,1
2020,Italian Grand Prix,RAI,MEDIUM,12.0,1
2020,Italian Grand Prix,RIC,SOFT,5.0,1
2020,Italian Grand Prix,RUS,MEDIUM,17.0,1
2020,Italian Grand Prix,SAI,SOFT,2.0,1
2020,Italian Grand Prix,STR,SOFT,8.0,1
2020,Italian Grand Prix,VER,SOFT,7.0,1
2020,Italian Grand Prix,VET,HARD,18.0,1
2020,Portuguese Grand Prix,ALB,SOFT,9.0,1
2020,Portuguese Grand Prix,BOT,MEDIUM,1.0,1
2020,Portuguese Grand Prix,GAS,SOFT,10.0,1
2020,Portuguese Grand Prix,GIO,MEDIUM,14.0,1
2020,Portuguese Grand Prix,GRO,MEDIUM,16.0,1
2020,Portuguese Grand Prix,HAM,MEDIUM,3.0,1
2020,Portuguese Grand Prix,KVY,MEDIUM,19.0,1
2020,Portuguese Grand Prix,LAT,MEDIUM,18.0,1
2020,Portuguese Grand Prix,LEC,MEDIUM,6.0,1
2020,Portuguese Grand Prix,MAG,HARD,17.0,1
2020,Portuguese Grand Prix,NOR,SOFT,4.0,1
2020,Portuguese Grand Prix,OCO,MEDIUM,12.0,1
2020,Portuguese Grand Prix,PER,SOFT,20.0,1
2020,Portuguese Grand Prix,RAI,SOFT,7.0,1
2020,Portuguese Grand Prix,RIC,SOFT,8.0,1
2020,Portuguese Grand Prix,RUS,MEDIUM,13.0,1
2020,Portuguese Grand Prix,SAI,SOFT,2.0,1
2020,Portuguese Grand Prix,STR,MEDIUM,11.0,1
2020,Portuguese Grand Prix,VER,SOFT,5.0,1
2020,Portuguese Grand Prix,VET,MEDIUM,15.0,1
2020,Russian Grand Prix,ALB,SOFT,17.0,1
2020,Russian Grand Prix,BOT,MEDIUM,2.0,1
2020,Russian Grand Prix,GAS,SOFT,7.0,1
2020,Russian Grand Prix,GIO,MEDIUM,12.0,1
2020,Russian Grand Prix,GRO,MEDIUM,10.0,1
2020,Russian Grand Prix,HAM,SOFT,1.0,1
2020,Russian Grand Prix,KVY,HARD,11.0,1
2020,Russian Grand Prix,LAT,MEDIUM,14.0,1
2020,Russian Grand Prix,LEC,MEDIUM,8.0,1
2020,Russian Grand Prix,MAG,MEDIUM,9.0,1
2020,Russian Grand Prix,NOR,SOFT,18.0,1
2020,Russian Grand Prix,OCO,SOFT,4.0,1
2020,Russian Grand Prix,PER,SOFT,6.0,1
2020,Russian Grand Prix,RAI,HARD,15.0,1
2020,Russian Grand Prix,RIC,SOFT,5.0,1
2020,Russian Grand Prix,RUS,MEDIUM,16.0,1
2020,Russian Grand Prix,SAI,SOFT,,1
2020,Russian Grand Prix,STR,MEDIUM,,1
2020,Russian Grand Prix,VER,MEDIUM,3.0,1
2020,Russian Grand Prix,VET,MEDIUM,13.0,1
2020,Sakhir Grand Prix,AIT,MEDIUM,15.0,1
2020,Sakhir Grand Prix,ALB,MEDIUM,12.0,1
2020,Sakhir Grand Prix,BOT,MEDIUM,2.0,1
2020,Sakhir Grand Prix,FIT,SOFT,16.0,1
2020,Sakhir Grand Prix,GAS,SOFT,7.0,1
2020,Sakhir Grand Prix,GIO,MEDIUM,13.0,1
2020,Sakhir Grand Prix,KVY,SOFT,5.0,1
2020,Sakhir Grand Prix,LAT,SOFT,14.0,1
2020,Sakhir Grand Prix,LEC,SOFT,,1
2020,Sakhir Grand Prix,MAG,SOFT,11.0,1
2020,Sakhir Grand Prix,NOR,SOFT,10.0,1
2020,Sakhir Grand Prix,OCO,MEDIUM,8.0,1
2020,Sakhir Grand Prix,PER,SOFT,18.0,1
2020,Sakhir Grand Prix,RAI,MEDIUM,17.0,1
2020,Sakhir Grand Prix,RIC,SOFT,4.0,1
2020,Sakhir Grand Prix,RUS,MEDIUM,1.0,1
2020,Sakhir Grand Prix,SAI,SOFT,3.0,1
2020,Sakhir Grand Prix,STR,SOFT,6.0,1
2020,Sakhir Grand Prix,VER,SOFT,,1
2020,Sakhir Grand Prix,VET,MEDIUM,9.0,1
2020,Spanish Grand Prix,ALB,SOFT,6.0,1
2020,Spanish Grand Prix,BOT,SOFT,4.0,1
2020,Spanish Grand Prix,GAS,SOFT,8.0,1
2020,Spanish Grand Prix,GIO,MEDIUM,19.0,1
2020,Spanish Grand Prix,GRO,MEDIUM,17.0,1
2020,Spanish Grand Prix,HAM,SOFT,1.0,1
2020,Spanish Grand Prix,KVY,SOFT,13.0,1
2020,Spanish Grand Prix,LAT,MEDIUM,20.0,1
2020,Spanish Grand Prix,LEC,SOFT,9.0,1
2020,Spanish Grand Prix,MAG,SOFT,14.0,1
2020,Spanish Grand Prix,NOR,SOFT,10.0,1
2020,Spanish Grand Prix,OCO,MEDIUM,16.0,1
2020,Spanish Grand Prix,PER,SOFT,5.0,1
2020,Spanish Grand Prix,RAI,MEDIUM,15.0,1
2020,Spanish Grand Prix,RIC,MEDIUM,12.0,1
2020,Spanish Grand Prix,RUS,SOFT,18.0,1
2020,Spanish Grand Prix,SAI,SOFT,7.0,1
2020,Spanish Grand Prix,STR,SOFT,3.0,1
2020,Spanish Grand Prix,VER,SOFT,2.0,1
2020,Spanish Grand Prix,VET,MEDIUM,11.0,1
2020,Styrian Grand Prix,ALB,SOFT,5.0,1
2020,Styrian Grand Prix,BOT,SOFT,4.0,1
2020,Styrian Grand Prix,GAS,SOFT,8.0,1
2020,Styrian Grand Prix,GIO,MEDIUM,15.0,1
2020,Styrian Grand Prix,GRO,SOFT,19.0,1
2020,Styrian Grand Prix,HAM,SOFT,1.0,1
2020,Styrian Grand Prix,KVY,MEDIUM,14.0,1
2020,Styrian Grand Prix,LAT,MEDIUM,18.0,1
2020,Styrian Grand Prix,LEC,SOFT,9.0,1
2020,Styrian Grand Prix,MAG,SOFT,13.0,1
2020,Styrian Grand Prix,NOR,SOFT,10.0,1
2020,Styrian Grand Prix,OCO,SOFT,6.0,1
2020,Styrian Grand Prix,PER,SOFT,17.0,1
2020,Styrian Grand Prix,RAI,MEDIUM,20.0,1
2020,Styrian Grand Prix,RIC,MEDIUM,7.0,1
2020,Styrian Grand Prix,RUS,SOFT,12.0,1
2020,Styrian Grand Prix,SAI,SOFT,3.0,1
2020,Styrian Grand Prix,STR,SOFT,11.0,1
2020,Styrian Grand Prix,VER,SOFT,2.0,1
2020,Styrian Grand Prix,VET,MEDIUM,16.0,1
2020,Turkish Grand Prix,ALB,WET,5.0,1
2020,Turkish Grand Prix,BOT,WET,18.0,1
2020,Turkish Grand Prix,GAS,WET,13.0,1
2020,Turkish Grand Prix,GIO,WET,11.0,1
2020,Turkish Grand Prix,GRO,WET,16.0,1
2020,Turkish Grand Prix,HAM,WET,6.0,1
2020,Turkish Grand Prix,KVY,WET,12.0,1
2020,Turkish Grand Prix,LAT,INTERMEDIATE,20.0,1
2020,Turkish Grand Prix,LEC,WET,14.0,1
2020,Turkish Grand Prix,MAG,WET,10.0,1
2020,Turkish Grand Prix,NOR,WET,15.0,1
2020,Turkish Grand Prix,OCO,WET,19.0,1
2020,Turkish Grand Prix,PER,WET,2.0,1
2020,Turkish Grand Prix,RAI,WET,8.0,1
