RaceYear,RaceName,Driver,strategy_sequence,n_stints,starting_compound,final_compound,first_stint_laps,total_laps_in_stints
2018,Abu Dhabi Grand Prix,ALO,ULTRASOFT -> SUPERSOFT,2,ULTRASOFT,SUPERSOFT,27,54
2018,Abu Dhabi Grand Prix,BOT,ULTRASOFT -> SUPERSOFT -> ULTRASOFT,3,ULTRASOFT,ULTRASOFT,16,55
2018,Abu Dhabi Grand Prix,ERI,SUPERSOFT,1,SUPERSOFT,SUPERSOFT,25,25
2018,Abu Dhabi Grand Prix,GAS,SUPERSOFT -> ULTRASOFT,2,SUPERSOFT,ULTRASOFT,29,47
2018,Abu Dhabi Grand Prix,GRO,HYPERSOFT -> SUPERSOFT,2,HYPERSOFT,SUPERSOFT,7,54
2018,Abu Dhabi Grand Prix,HAM,ULTRASOFT -> SUPERSOFT,2,ULTRASOFT,SUPERSOFT,7,55
2018,Abu Dhabi Grand Prix,HAR,ULTRASOFT -> SUPERSOFT,2,ULTRASOFT,SUPERSOFT,2,54
2018,Abu Dhabi Grand Prix,HUL,HYPERSOFT,1,HYPERSOFT,HYPERSOFT,1,1
2018,Abu Dhabi Grand Prix,LEC,HYPERSOFT -> SUPERSOFT,2,HYPERSOFT,SUPERSOFT,7,55
2018,Abu Dhabi Grand Prix,MAG,SUPERSOFT -> ULTRASOFT,2,SUPERSOFT,ULTRASOFT,41,54
2018,Abu Dhabi Grand Prix,OCO,HYPERSOFT -> SUPERSOFT,2,HYPERSOFT,SUPERSOFT,18,45
2018,Abu Dhabi Grand Prix,PER,ULTRASOFT -> SUPERSOFT,2,ULTRASOFT,SUPERSOFT,26,55
2018,Abu Dhabi Grand Prix,RAI,ULTRASOFT,1,ULTRASOFT,ULTRASOFT,7,7
2018,Abu Dhabi Grand Prix,RIC,ULTRASOFT -> SUPERSOFT,2,ULTRASOFT,SUPERSOFT,33,55
2018,Abu Dhabi Grand Prix,SAI,ULTRASOFT -> SUPERSOFT,2,ULTRASOFT,SUPERSOFT,37,55
2018,Abu Dhabi Grand Prix,SIR,SUPERSOFT -> ULTRASOFT,2,SUPERSOFT,ULTRASOFT,35,54
2018,Abu Dhabi Grand Prix,STR,SUPERSOFT -> ULTRASOFT,2,SUPERSOFT,ULTRASOFT,40,54
2018,Abu Dhabi Grand Prix,VAN,SUPERSOFT -> ULTRASOFT,2,SUPERSOFT,ULTRASOFT,35,54
2018,Abu Dhabi Grand Prix,VER,HYPERSOFT -> SUPERSOFT,2,HYPERSOFT,SUPERSOFT,17,55
2018,Abu Dhabi Grand Prix,VET,ULTRASOFT -> SUPERSOFT,2,ULTRASOFT,SUPERSOFT,15,55
2018,Australian Grand Prix,ALO,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,25,57
2018,Australian Grand Prix,BOT,ULTRASOFT -> SUPERSOFT,2,ULTRASOFT,SUPERSOFT,24,57
2018,Australian Grand Prix,ERI,SUPERSOFT,1,SUPERSOFT,SUPERSOFT,5,5
2018,Australian Grand Prix,GAS,ULTRASOFT,1,ULTRASOFT,ULTRASOFT,13,13
2018,Australian Grand Prix,GRO,ULTRASOFT,1,ULTRASOFT,ULTRASOFT,23,23
2018,Australian Grand Prix,HAM,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,17,56
2018,Australian Grand Prix,HAR,SUPERSOFT -> SOFT -> ULTRASOFT,3,SUPERSOFT,ULTRASOFT,1,57
2018,Australian Grand Prix,HUL,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,23,57
2018,Australian Grand Prix,LEC,SUPERSOFT -> SOFT -> ULTRASOFT,3,SUPERSOFT,ULTRASOFT,19,57
2018,Australian Grand Prix,MAG,ULTRASOFT,1,ULTRASOFT,ULTRASOFT,21,21
2018,Australian Grand Prix,OCO,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,22,57
2018,Australian Grand Prix,PER,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,23,57
2018,Australian Grand Prix,RAI,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,17,57
2018,Australian Grand Prix,RIC,SUPERSOFT -> SOFT,2,SUPERSOFT,SOFT,25,57
2018,Australian Grand Prix,SAI,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,21,57
2018,Australian Grand Prix,SIR,SUPERSOFT,1,SUPERSOFT,SUPERSOFT,4,4
2018,Australian Grand Prix,STR,SUPERSOFT -> SOFT -> ULTRASOFT,3,SUPERSOFT,ULTRASOFT,24,57
2018,Australian Grand Prix,VAN,ULTRASOFT -> SUPERSOFT,2,ULTRASOFT,SUPERSOFT,24,57
2018,Australian Grand Prix,VER,SUPERSOFT -> SOFT,2,SUPERSOFT,SOFT,20,57
2018,Australian Grand Prix,VET,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,25,57
2018,Austrian Grand Prix,ALO,SUPERSOFT -> SOFT,2,SUPERSOFT,SOFT,14,69
2018,Austrian Grand Prix,BOT,SUPERSOFT,1,SUPERSOFT,SUPERSOFT,13,13
2018,Austrian Grand Prix,ERI,SOFT -> SUPERSOFT,2,SOFT,SUPERSOFT,44,69
2018,Austrian Grand Prix,GAS,SUPERSOFT -> SOFT,2,SUPERSOFT,SOFT,14,69
2018,Austrian Grand Prix,GRO,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,14,69
2018,Austrian Grand Prix,HAM,SUPERSOFT -> SOFT -> SUPERSOFT,3,SUPERSOFT,SUPERSOFT,23,61
2018,Austrian Grand Prix,HAR,SUPERSOFT,1,SUPERSOFT,SUPERSOFT,54,54
2018,Austrian Grand Prix,HUL,ULTRASOFT,1,ULTRASOFT,ULTRASOFT,11,11
2018,Austrian Grand Prix,LEC,SUPERSOFT -> SOFT,2,SUPERSOFT,SOFT,14,69
2018,Austrian Grand Prix,MAG,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,27,69
2018,Austrian Grand Prix,OCO,SUPERSOFT -> SOFT,2,SUPERSOFT,SOFT,14,69
2018,Austrian Grand Prix,PER,SUPERSOFT -> SOFT,2,SUPERSOFT,SOFT,26,69
2018,Austrian Grand Prix,RAI,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,14,70
2018,Austrian Grand Prix,RIC,SUPERSOFT -> SOFT -> SUPERSOFT,3,SUPERSOFT,SUPERSOFT,14,53
2018,Austrian Grand Prix,SAI,ULTRASOFT -> SOFT -> SUPERSOFT,3,ULTRASOFT,SUPERSOFT,14,69
2018,Austrian Grand Prix,SIR,SUPERSOFT -> SOFT -> ULTRASOFT,3,SUPERSOFT,ULTRASOFT,23,68
2018,Austrian Grand Prix,STR,ULTRASOFT -> SOFT -> SUPERSOFT,3,ULTRASOFT,SUPERSOFT,14,68
2018,Austrian Grand Prix,VAN,SUPERSOFT -> SOFT -> SOFT,3,SUPERSOFT,SOFT,1,65
2018,Austrian Grand Prix,VER,SUPERSOFT -> SOFT,2,SUPERSOFT,SOFT,14,70
2018,Austrian Grand Prix,VET,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,14,70
2018,Azerbaijan Grand Prix,ALO,SUPERSOFT -> SOFT -> ULTRASOFT,3,SUPERSOFT,ULTRASOFT,1,51
2018,Azerbaijan Grand Prix,BOT,SUPERSOFT -> ULTRASOFT,2,SUPERSOFT,ULTRASOFT,39,48
2018,Azerbaijan Grand Prix,ERI,SUPERSOFT -> SOFT -> ULTRASOFT -> ULTRASOFT -> ULTRASOFT,5,SUPERSOFT,ULTRASOFT,1,51
2018,Azerbaijan Grand Prix,GAS,ULTRASOFT -> SOFT -> ULTRASOFT,3,ULTRASOFT,ULTRASOFT,11,50
2018,Azerbaijan Grand Prix,GRO,SOFT -> SUPERSOFT -> ULTRASOFT,3,SOFT,ULTRASOFT,1,42
2018,Azerbaijan Grand Prix,HAM,SUPERSOFT -> SOFT -> ULTRASOFT,3,SUPERSOFT,ULTRASOFT,21,50
2018,Azerbaijan Grand Prix,HAR,SOFT -> ULTRASOFT -> SUPERSOFT -> ULTRASOFT,4,SOFT,ULTRASOFT,1,51
2018,Azerbaijan Grand Prix,HUL,ULTRASOFT,1,ULTRASOFT,ULTRASOFT,10,10
2018,Azerbaijan Grand Prix,LEC,SUPERSOFT -> SOFT -> ULTRASOFT,3,SUPERSOFT,ULTRASOFT,23,50
2018,Azerbaijan Grand Prix,MAG,SUPERSOFT -> SOFT -> ULTRASOFT,3,SUPERSOFT,ULTRASOFT,1,51
2018,Azerbaijan Grand Prix,OCO,ULTRASOFT,1,ULTRASOFT,ULTRASOFT,1,1
2018,Azerbaijan Grand Prix,PER,ULTRASOFT -> SOFT -> SUPERSOFT,3,ULTRASOFT,SUPERSOFT,1,50
2018,Azerbaijan Grand Prix,RAI,ULTRASOFT -> SOFT -> ULTRASOFT,3,ULTRASOFT,ULTRASOFT,1,51
2018,Azerbaijan Grand Prix,RIC,SUPERSOFT -> ULTRASOFT,2,SUPERSOFT,ULTRASOFT,36,39
2018,Azerbaijan Grand Prix,SAI,ULTRASOFT -> SOFT -> ULTRASOFT,3,ULTRASOFT,ULTRASOFT,14,50
2018,Azerbaijan Grand Prix,SIR,SUPERSOFT,1,SUPERSOFT,SUPERSOFT,1,1
2018,Azerbaijan Grand Prix,STR,SUPERSOFT -> SOFT -> ULTRASOFT,3,SUPERSOFT,ULTRASOFT,22,50
2018,Azerbaijan Grand Prix,VAN,SUPERSOFT -> SOFT -> ULTRASOFT -> ULTRASOFT -> ULTRASOFT,5,SUPERSOFT,ULTRASOFT,16,50
2018,Azerbaijan Grand Prix,VER,SUPERSOFT -> ULTRASOFT,2,SUPERSOFT,ULTRASOFT,37,39
2018,Azerbaijan Grand Prix,VET,SUPERSOFT -> SOFT -> ULTRASOFT,3,SUPERSOFT,ULTRASOFT,28,49
2018,Bahrain Grand Prix,ALO,SOFT -> MEDIUM -> SUPERSOFT,3,SOFT,SUPERSOFT,13,55
2018,Bahrain Grand Prix,BOT,SUPERSOFT -> MEDIUM,2,SUPERSOFT,MEDIUM,19,56
2018,Bahrain Grand Prix,ERI,SOFT -> MEDIUM,2,SOFT,MEDIUM,22,55
2018,Bahrain Grand Prix,GAS,SUPERSOFT -> SOFT -> SUPERSOFT,3,SUPERSOFT,SUPERSOFT,14,56
2018,Bahrain Grand Prix,GRO,SUPERSOFT -> SOFT -> SUPERSOFT -> SUPERSOFT,4,SUPERSOFT,SUPERSOFT,17,55
2018,Bahrain Grand Prix,HAM,SOFT -> MEDIUM,2,SOFT,MEDIUM,25,56
2018,Bahrain Grand Prix,HAR,SUPERSOFT -> SOFT -> SUPERSOFT,3,SUPERSOFT,SUPERSOFT,19,55
2018,Bahrain Grand Prix,HUL,SUPERSOFT -> SOFT -> SUPERSOFT,3,SUPERSOFT,SUPERSOFT,14,56
2018,Bahrain Grand Prix,LEC,SOFT -> MEDIUM -> SUPERSOFT,3,SOFT,SUPERSOFT,2,55
2018,Bahrain Grand Prix,MAG,SUPERSOFT -> SUPERSOFT -> SOFT,3,SUPERSOFT,SOFT,12,56
2018,Bahrain Grand Prix,OCO,SUPERSOFT -> MEDIUM -> SOFT,3,SUPERSOFT,SOFT,14,55
2018,Bahrain Grand Prix,PER,SOFT -> MEDIUM -> SUPERSOFT,3,SOFT,SUPERSOFT,8,55
2018,Bahrain Grand Prix,RAI,SUPERSOFT -> SOFT,2,SUPERSOFT,SOFT,18,33
2018,Bahrain Grand Prix,SAI,SUPERSOFT -> SUPERSOFT -> SOFT,3,SUPERSOFT,SOFT,15,55
2018,Bahrain Grand Prix,SIR,SOFT -> MEDIUM -> SUPERSOFT,3,SOFT,SUPERSOFT,21,55
2018,Bahrain Grand Prix,STR,SOFT -> SUPERSOFT -> MEDIUM,3,SOFT,MEDIUM,9,55
2018,Bahrain Grand Prix,VAN,SUPERSOFT -> SOFT -> MEDIUM,3,SUPERSOFT,MEDIUM,9,55
2018,Bahrain Grand Prix,VER,SOFT -> SUPERSOFT,2,SOFT,SUPERSOFT,1,3
2018,Bahrain Grand Prix,VET,SUPERSOFT -> SOFT,2,SUPERSOFT,SOFT,16,55
2018,Belgian Grand Prix,ALO,SOFT,1,SOFT,SOFT,1,1
2018,Belgian Grand Prix,BOT,SOFT -> SOFT -> SUPERSOFT -> SOFT,4,SOFT,SOFT,1,44
2018,Belgian Grand Prix,ERI,SOFT -> SOFT -> SUPERSOFT,3,SOFT,SUPERSOFT,1,43
2018,Belgian Grand Prix,GAS,SUPERSOFT -> SUPERSOFT -> SOFT,3,SUPERSOFT,SOFT,1,44
2018,Belgian Grand Prix,GRO,SUPERSOFT -> SUPERSOFT -> SUPERSOFT,3,SUPERSOFT,SUPERSOFT,1,44
2018,Belgian Grand Prix,HAM,SUPERSOFT -> SUPERSOFT -> SOFT,3,SUPERSOFT,SOFT,1,44
2018,Belgian Grand Prix,HAR,SOFT -> SOFT -> SUPERSOFT,3,SOFT,SUPERSOFT,1,43
2018,Belgian Grand Prix,HUL,SOFT,1,SOFT,SOFT,1,1
2018,Belgian Grand Prix,LEC,SOFT,1,SOFT,SOFT,1,1
2018,Belgian Grand Prix,MAG,SUPERSOFT -> SUPERSOFT -> SUPERSOFT,3,SUPERSOFT,SUPERSOFT,1,44
2018,Belgian Grand Prix,OCO,SUPERSOFT -> SUPERSOFT -> SOFT,3,SUPERSOFT,SOFT,1,44
2018,Belgian Grand Prix,PER,SUPERSOFT -> SUPERSOFT -> SOFT,3,SUPERSOFT,SOFT,1,44
2018,Belgian Grand Prix,RAI,SUPERSOFT -> MEDIUM -> MEDIUM,3,SUPERSOFT,MEDIUM,1,8
2018,Belgian Grand Prix,RIC,SUPERSOFT -> SOFT,2,SUPERSOFT,SOFT,1,28
2018,Belgian Grand Prix,SAI,MEDIUM -> MEDIUM -> SUPERSOFT,3,MEDIUM,SUPERSOFT,1,43
2018,Belgian Grand Prix,SIR,SOFT -> SOFT -> SUPERSOFT,3,SOFT,SUPERSOFT,1,43
2018,Belgian Grand Prix,STR,SOFT -> SOFT -> SUPERSOFT,3,SOFT,SUPERSOFT,1,43
2018,Belgian Grand Prix,VAN,SOFT -> SOFT -> MEDIUM -> SUPERSOFT,4,SOFT,SUPERSOFT,1,43
2018,Belgian Grand Prix,VER,SUPERSOFT -> SOFT,2,SUPERSOFT,SOFT,25,43
2018,Belgian Grand Prix,VET,SUPERSOFT -> SUPERSOFT -> SOFT,3,SUPERSOFT,SOFT,1,44
2018,Brazilian Grand Prix,ALO,SOFT -> MEDIUM -> SUPERSOFT,3,SOFT,SUPERSOFT,15,69
2018,Brazilian Grand Prix,BOT,SUPERSOFT -> MEDIUM -> SOFT,3,SUPERSOFT,SOFT,18,71
2018,Brazilian Grand Prix,ERI,SUPERSOFT -> MEDIUM,2,SUPERSOFT,MEDIUM,18,20
2018,Brazilian Grand Prix,GAS,SUPERSOFT -> MEDIUM,2,SUPERSOFT,MEDIUM,22,70
2018,Brazilian Grand Prix,GRO,SUPERSOFT -> MEDIUM,2,SUPERSOFT,MEDIUM,32,71
2018,Brazilian Grand Prix,HAM,SUPERSOFT -> MEDIUM,2,SUPERSOFT,MEDIUM,19,71
2018,Brazilian Grand Prix,HAR,MEDIUM -> SUPERSOFT,2,MEDIUM,SUPERSOFT,49,70
2018,Brazilian Grand Prix,HUL,SOFT,1,SOFT,SOFT,32,32
2018,Brazilian Grand Prix,LEC,SUPERSOFT -> MEDIUM,2,SUPERSOFT,MEDIUM,35,71
2018,Brazilian Grand Prix,MAG,SOFT -> SUPERSOFT,2,SOFT,SUPERSOFT,41,71
2018,Brazilian Grand Prix,OCO,SOFT -> SUPERSOFT -> SUPERSOFT,3,SOFT,SUPERSOFT,40,70
2018,Brazilian Grand Prix,PER,SUPERSOFT -> SOFT,2,SUPERSOFT,SOFT,39,70
2018,Brazilian Grand Prix,RAI,SOFT -> MEDIUM,2,SOFT,MEDIUM,31,71
2018,Brazilian Grand Prix,RIC,SUPERSOFT -> SOFT,2,SUPERSOFT,SOFT,39,71
2018,Brazilian Grand Prix,SAI,SOFT -> MEDIUM -> SUPERSOFT,3,SOFT,SUPERSOFT,25,70
2018,Brazilian Grand Prix,SIR,SOFT -> MEDIUM,2,SOFT,MEDIUM,16,69
2018,Brazilian Grand Prix,STR,SOFT -> MEDIUM -> SUPERSOFT,3,SOFT,SUPERSOFT,17,69
2018,Brazilian Grand Prix,VAN,SOFT -> MEDIUM,2,SOFT,MEDIUM,28,70
2018,Brazilian Grand Prix,VER,SUPERSOFT -> SOFT,2,SUPERSOFT,SOFT,35,71
2018,Brazilian Grand Prix,VET,SOFT -> MEDIUM -> SUPERSOFT,3,SOFT,SUPERSOFT,27,71
2018,British Grand Prix,ALO,SOFT -> MEDIUM -> SOFT,3,SOFT,SOFT,12,51
2018,British Grand Prix,BOT,SOFT -> MEDIUM,2,SOFT,MEDIUM,20,51
2018,British Grand Prix,ERI,SOFT -> MEDIUM,2,SOFT,MEDIUM,23,31
2018,British Grand Prix,GAS,SOFT -> MEDIUM -> SOFT,3,SOFT,SOFT,19,51
2018,British Grand Prix,GRO,SOFT -> MEDIUM,2,SOFT,MEDIUM,25,37
2018,British Grand Prix,HAM,SOFT -> MEDIUM,2,SOFT,MEDIUM,24,51
2018,British Grand Prix,HUL,MEDIUM -> HARD,2,MEDIUM,HARD,19,51
2018,British Grand Prix,LEC,SOFT,1,SOFT,SOFT,17,17
2018,British Grand Prix,MAG,SOFT -> MEDIUM,2,SOFT,MEDIUM,24,51
2018,British Grand Prix,OCO,SOFT -> MEDIUM,2,SOFT,MEDIUM,18,51
2018,British Grand Prix,PER,SOFT -> MEDIUM -> SOFT,3,SOFT,SOFT,12,51
2018,British Grand Prix,RAI,SOFT -> MEDIUM -> SOFT,3,SOFT,SOFT,12,51
2018,British Grand Prix,RIC,SOFT -> MEDIUM -> SOFT,3,SOFT,SOFT,17,51
2018,British Grand Prix,SAI,MEDIUM -> HARD -> SOFT,3,MEDIUM,SOFT,16,37
2018,British Grand Prix,SIR,SOFT -> MEDIUM,2,SOFT,MEDIUM,20,51
2018,British Grand Prix,STR,MEDIUM -> SOFT,2,MEDIUM,SOFT,29,51
2018,British Grand Prix,VAN,SOFT -> MEDIUM -> SOFT,3,SOFT,SOFT,20,51
2018,British Grand Prix,VER,SOFT -> MEDIUM -> SOFT,3,SOFT,SOFT,16,46
2018,British Grand Prix,VET,SOFT -> MEDIUM -> SOFT,3,SOFT,SOFT,18,50
2018,Canadian Grand Prix,ALO,ULTRASOFT -> SUPERSOFT,2,ULTRASOFT,SUPERSOFT,17,40
2018,Canadian Grand Prix,BOT,ULTRASOFT -> SUPERSOFT,2,ULTRASOFT,SUPERSOFT,35,69
2018,Canadian Grand Prix,ERI,ULTRASOFT -> SUPERSOFT,2,ULTRASOFT,SUPERSOFT,1,68
2018,Canadian Grand Prix,GAS,HYPERSOFT -> SUPERSOFT,2,HYPERSOFT,SUPERSOFT,22,68
2018,Canadian Grand Prix,GRO,ULTRASOFT -> SUPERSOFT,2,ULTRASOFT,SUPERSOFT,47,68
2018,Canadian Grand Prix,HAM,ULTRASOFT -> SUPERSOFT,2,ULTRASOFT,SUPERSOFT,15,69
2018,Canadian Grand Prix,HAR,HYPERSOFT,1,HYPERSOFT,HYPERSOFT,1,1
2018,Canadian Grand Prix,HUL,HYPERSOFT -> SUPERSOFT,2,HYPERSOFT,SUPERSOFT,12,68
2018,Canadian Grand Prix,LEC,ULTRASOFT -> SUPERSOFT,2,ULTRASOFT,SUPERSOFT,18,68
2018,Canadian Grand Prix,MAG,ULTRASOFT -> SUPERSOFT,2,ULTRASOFT,SUPERSOFT,21,68
2018,Canadian Grand Prix,OCO,HYPERSOFT -> SUPERSOFT,2,HYPERSOFT,SUPERSOFT,10,68
2018,Canadian Grand Prix,PER,HYPERSOFT -> SUPERSOFT -> SUPERSOFT,3,HYPERSOFT,SUPERSOFT,8,68
2018,Canadian Grand Prix,RAI,ULTRASOFT -> SUPERSOFT,2,ULTRASOFT,SUPERSOFT,31,69
2018,Canadian Grand Prix,RIC,HYPERSOFT -> SUPERSOFT,2,HYPERSOFT,SUPERSOFT,16,69
2018,Canadian Grand Prix,SAI,HYPERSOFT -> SUPERSOFT,2,HYPERSOFT,SUPERSOFT,13,68
2018,Canadian Grand Prix,SIR,SUPERSOFT -> ULTRASOFT,2,SUPERSOFT,ULTRASOFT,25,67
2018,Canadian Grand Prix,STR,ULTRASOFT,1,ULTRASOFT,ULTRASOFT,1,1
2018,Canadian Grand Prix,VAN,ULTRASOFT -> SUPERSOFT -> HYPERSOFT,3,ULTRASOFT,HYPERSOFT,1,68
2018,Canadian Grand Prix,VER,HYPERSOFT -> SUPERSOFT,2,HYPERSOFT,SUPERSOFT,15,69
2018,Canadian Grand Prix,VET,ULTRASOFT -> SUPERSOFT,2,ULTRASOFT,SUPERSOFT,35,68
2018,Chinese Grand Prix,ALO,SOFT -> MEDIUM,2,SOFT,MEDIUM,46,55
2018,Chinese Grand Prix,BOT,SOFT -> MEDIUM,2,SOFT,MEDIUM,46,55
2018,Chinese Grand Prix,ERI,SOFT -> MEDIUM,2,SOFT,MEDIUM,45,55
2018,Chinese Grand Prix,GAS,MEDIUM -> ULTRASOFT,2,MEDIUM,ULTRASOFT,45,55
2018,Chinese Grand Prix,GRO,ULTRASOFT -> ULTRASOFT,2,ULTRASOFT,ULTRASOFT,45,55
2018,Chinese Grand Prix,HAM,SOFT -> MEDIUM,2,SOFT,MEDIUM,45,55
2018,Chinese Grand Prix,HAR,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,45,50
2018,Chinese Grand Prix,HUL,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,45,55
2018,Chinese Grand Prix,LEC,SOFT -> MEDIUM,2,SOFT,MEDIUM,45,55
2018,Chinese Grand Prix,MAG,SOFT -> MEDIUM,2,SOFT,MEDIUM,45,55
2018,Chinese Grand Prix,OCO,SOFT -> ULTRASOFT,2,SOFT,ULTRASOFT,45,55
2018,Chinese Grand Prix,PER,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,45,55
2018,Chinese Grand Prix,RAI,SOFT -> MEDIUM,2,SOFT,MEDIUM,46,55
2018,Chinese Grand Prix,RIC,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,46,55
2018,Chinese Grand Prix,SAI,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,45,55
2018,Chinese Grand Prix,SIR,SOFT -> SOFT,2,SOFT,SOFT,45,55
2018,Chinese Grand Prix,STR,SOFT -> MEDIUM,2,SOFT,MEDIUM,45,55
2018,Chinese Grand Prix,VAN,SOFT -> MEDIUM,2,SOFT,MEDIUM,45,55
2018,Chinese Grand Prix,VER,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,45,55
2018,Chinese Grand Prix,VET,SOFT -> MEDIUM,2,SOFT,MEDIUM,44,54
2018,French Grand Prix,ALO,SUPERSOFT -> SOFT -> ULTRASOFT,3,SUPERSOFT,ULTRASOFT,1,51
2018,French Grand Prix,BOT,SUPERSOFT -> SOFT -> SUPERSOFT,3,SUPERSOFT,SUPERSOFT,1,53
2018,French Grand Prix,ERI,SUPERSOFT -> ULTRASOFT,2,SUPERSOFT,ULTRASOFT,34,51
2018,French Grand Prix,GAS,SUPERSOFT,1,SUPERSOFT,SUPERSOFT,1,1
2018,French Grand Prix,GRO,ULTRASOFT -> SUPERSOFT,2,ULTRASOFT,SUPERSOFT,33,51
2018,French Grand Prix,HAM,SUPERSOFT -> SOFT,2,SUPERSOFT,SOFT,31,51
2018,French Grand Prix,HAR,ULTRASOFT -> SUPERSOFT,2,ULTRASOFT,SUPERSOFT,37,51
2018,French Grand Prix,HUL,SOFT -> ULTRASOFT,2,SOFT,ULTRASOFT,36,52
2018,French Grand Prix,LEC,ULTRASOFT -> SUPERSOFT,2,ULTRASOFT,SUPERSOFT,30,52
2018,French Grand Prix,MAG,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,27,52
2018,French Grand Prix,OCO,ULTRASOFT,1,ULTRASOFT,ULTRASOFT,1,1
2018,French Grand Prix,PER,SOFT,1,SOFT,SOFT,27,27
2018,French Grand Prix,RAI,ULTRASOFT -> SUPERSOFT,2,ULTRASOFT,SUPERSOFT,33,52
2018,French Grand Prix,RIC,SUPERSOFT -> SOFT,2,SUPERSOFT,SOFT,27,52
2018,French Grand Prix,SAI,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,25,52
2018,French Grand Prix,SIR,ULTRASOFT -> ULTRASOFT,2,ULTRASOFT,ULTRASOFT,1,52
2018,French Grand Prix,STR,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,1,49
2018,French Grand Prix,VAN,SUPERSOFT -> ULTRASOFT,2,SUPERSOFT,ULTRASOFT,39,51
2018,French Grand Prix,VER,SUPERSOFT -> SOFT,2,SUPERSOFT,SOFT,24,52
2018,French Grand Prix,VET,ULTRASOFT -> SOFT -> ULTRASOFT,3,ULTRASOFT,ULTRASOFT,1,53
2018,German Grand Prix,ALO,SOFT -> MEDIUM -> INTERMEDIATE -> SOFT,4,SOFT,SOFT,30,64
2018,German Grand Prix,BOT,ULTRASOFT -> SOFT -> ULTRASOFT,3,ULTRASOFT,ULTRASOFT,27,66
2018,German Grand Prix,ERI,SOFT -> ULTRASOFT,2,SOFT,ULTRASOFT,37,66
2018,German Grand Prix,GAS,SOFT -> WET -> ULTRASOFT,3,SOFT,ULTRASOFT,42,65
2018,German Grand Prix,GRO,ULTRASOFT -> MEDIUM -> INTERMEDIATE -> ULTRASOFT,4,ULTRASOFT,ULTRASOFT,20,66
2018,German Grand Prix,HAM,SOFT -> ULTRASOFT,2,SOFT,ULTRASOFT,41,66
2018,German Grand Prix,HAR,SOFT -> MEDIUM -> ULTRASOFT,3,SOFT,ULTRASOFT,27,66
2018,German Grand Prix,HUL,ULTRASOFT -> MEDIUM -> INTERMEDIATE -> ULTRASOFT,4,ULTRASOFT,ULTRASOFT,17,66
2018,German Grand Prix,LEC,ULTRASOFT -> SOFT -> INTERMEDIATE -> ULTRASOFT,4,ULTRASOFT,ULTRASOFT,19,65
2018,German Grand Prix,MAG,ULTRASOFT -> MEDIUM -> INTERMEDIATE -> ULTRASOFT,4,ULTRASOFT,ULTRASOFT,19,66
2018,German Grand Prix,OCO,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,24,66
2018,German Grand Prix,PER,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,21,66
2018,German Grand Prix,RAI,ULTRASOFT -> SOFT -> ULTRASOFT,3,ULTRASOFT,ULTRASOFT,13,66
2018,German Grand Prix,RIC,MEDIUM,1,MEDIUM,MEDIUM,27,27
2018,German Grand Prix,SAI,ULTRASOFT -> MEDIUM -> INTERMEDIATE -> ULTRASOFT,4,ULTRASOFT,ULTRASOFT,19,66
2018,German Grand Prix,SIR,SOFT -> MEDIUM,2,SOFT,MEDIUM,27,50
2018,German Grand Prix,STR,SOFT -> MEDIUM -> INTERMEDIATE,3,SOFT,INTERMEDIATE,26,52
2018,German Grand Prix,VAN,SOFT -> MEDIUM -> ULTRASOFT,3,SOFT,ULTRASOFT,28,66
2018,German Grand Prix,VER,ULTRASOFT -> SOFT -> INTERMEDIATE -> ULTRASOFT,4,ULTRASOFT,ULTRASOFT,28,66
2018,German Grand Prix,VET,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,23,50
2018,Hungarian Grand Prix,ALO,SOFT -> MEDIUM,2,SOFT,MEDIUM,38,68
2018,Hungarian Grand Prix,BOT,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,14,69
2018,Hungarian Grand Prix,ERI,ULTRASOFT -> MEDIUM,2,ULTRASOFT,MEDIUM,5,67
