RaceYear,RaceName,Driver,Stint,Compound,stint_laps,first_lap,last_lap
2018,Abu Dhabi Grand Prix,ALO,1,ULTRASOFT,27,1,27
2018,Abu Dhabi Grand Prix,ALO,2,SUPERSOFT,27,28,54
2018,Abu Dhabi Grand Prix,BOT,1,ULTRASOFT,16,1,16
2018,Abu Dhabi Grand Prix,BOT,2,SUPERSOFT,24,17,40
2018,Abu Dhabi Grand Prix,BOT,3,ULTRASOFT,15,41,55
2018,Abu Dhabi Grand Prix,ERI,1,SUPERSOFT,25,1,25
2018,Abu Dhabi Grand Prix,GAS,1,SUPERSOFT,29,1,29
2018,Abu Dhabi Grand Prix,GAS,2,ULTRASOFT,18,30,47
2018,Abu Dhabi Grand Prix,GRO,1,HYPERSOFT,7,1,7
2018,Abu Dhabi Grand Prix,GRO,2,SUPERSOFT,47,8,54
2018,Abu Dhabi Grand Prix,HAM,1,ULTRASOFT,7,1,7
2018,Abu Dhabi Grand Prix,HAM,2,SUPERSOFT,48,8,55
2018,Abu Dhabi Grand Prix,HAR,1,ULTRASOFT,2,1,2
2018,Abu Dhabi Grand Prix,HAR,2,SUPERSOFT,52,3,54
2018,Abu Dhabi Grand Prix,HUL,1,HYPERSOFT,1,1,1
2018,Abu Dhabi Grand Prix,LEC,1,HYPERSOFT,7,1,7
2018,Abu Dhabi Grand Prix,LEC,2,SUPERSOFT,48,8,55
2018,Abu Dhabi Grand Prix,MAG,1,SUPERSOFT,41,1,41
2018,Abu Dhabi Grand Prix,MAG,2,ULTRASOFT,13,42,54
2018,Abu Dhabi Grand Prix,OCO,1,HYPERSOFT,18,1,18
2018,Abu Dhabi Grand Prix,OCO,2,SUPERSOFT,27,19,45
2018,Abu Dhabi Grand Prix,PER,1,ULTRASOFT,26,1,26
2018,Abu Dhabi Grand Prix,PER,2,SUPERSOFT,29,27,55
2018,Abu Dhabi Grand Prix,RAI,1,ULTRASOFT,7,1,7
2018,Abu Dhabi Grand Prix,RIC,1,ULTRASOFT,33,1,33
2018,Abu Dhabi Grand Prix,RIC,2,SUPERSOFT,22,34,55
2018,Abu Dhabi Grand Prix,SAI,1,ULTRASOFT,37,1,37
2018,Abu Dhabi Grand Prix,SAI,2,SUPERSOFT,18,38,55
2018,Abu Dhabi Grand Prix,SIR,1,SUPERSOFT,35,1,35
2018,Abu Dhabi Grand Prix,SIR,2,ULTRASOFT,19,36,54
2018,Abu Dhabi Grand Prix,STR,1,SUPERSOFT,40,1,40
2018,Abu Dhabi Grand Prix,STR,2,ULTRASOFT,14,41,54
2018,Abu Dhabi Grand Prix,VAN,1,SUPERSOFT,35,1,35
2018,Abu Dhabi Grand Prix,VAN,2,ULTRASOFT,19,36,54
2018,Abu Dhabi Grand Prix,VER,1,HYPERSOFT,17,1,17
2018,Abu Dhabi Grand Prix,VER,2,SUPERSOFT,38,18,55
2018,Abu Dhabi Grand Prix,VET,1,ULTRASOFT,15,1,15
2018,Abu Dhabi Grand Prix,VET,2,SUPERSOFT,40,16,55
2018,Australian Grand Prix,ALO,1,ULTRASOFT,25,2,26
2018,Australian Grand Prix,ALO,2,SOFT,32,27,58
2018,Australian Grand Prix,BOT,1,ULTRASOFT,24,2,25
2018,Australian Grand Prix,BOT,2,SUPERSOFT,33,26,58
2018,Australian Grand Prix,ERI,1,SUPERSOFT,5,2,6
2018,Australian Grand Prix,GAS,1,ULTRASOFT,13,2,14
2018,Australian Grand Prix,GRO,1,ULTRASOFT,23,2,24
2018,Australian Grand Prix,HAM,1,ULTRASOFT,17,3,19
2018,Australian Grand Prix,HAM,2,SOFT,39,20,58
2018,Australian Grand Prix,HAR,1,SUPERSOFT,1,1,1
2018,Australian Grand Prix,HAR,2,SOFT,23,2,24
2018,Australian Grand Prix,HAR,3,ULTRASOFT,33,25,57
2018,Australian Grand Prix,HUL,1,ULTRASOFT,23,2,24
2018,Australian Grand Prix,HUL,2,SOFT,34,25,58
2018,Australian Grand Prix,LEC,1,SUPERSOFT,19,2,20
2018,Australian Grand Prix,LEC,2,SOFT,7,21,27
2018,Australian Grand Prix,LEC,3,ULTRASOFT,31,28,58
2018,Australian Grand Prix,MAG,1,ULTRASOFT,21,2,22
2018,Australian Grand Prix,OCO,1,ULTRASOFT,22,2,23
2018,Australian Grand Prix,OCO,2,SOFT,35,24,58
2018,Australian Grand Prix,PER,1,ULTRASOFT,23,2,24
2018,Australian Grand Prix,PER,2,SOFT,34,25,58
2018,Australian Grand Prix,RAI,1,ULTRASOFT,17,2,18
2018,Australian Grand Prix,RAI,2,SOFT,40,19,58
2018,Australian Grand Prix,RIC,1,SUPERSOFT,25,2,26
2018,Australian Grand Prix,RIC,2,SOFT,32,27,58
2018,Australian Grand Prix,SAI,1,ULTRASOFT,21,2,22
2018,Australian Grand Prix,SAI,2,SOFT,36,23,58
2018,Australian Grand Prix,SIR,1,SUPERSOFT,4,2,5
2018,Australian Grand Prix,STR,1,SUPERSOFT,24,2,25
2018,Australian Grand Prix,STR,2,SOFT,4,26,29
2018,Australian Grand Prix,STR,3,ULTRASOFT,29,30,58
2018,Australian Grand Prix,VAN,1,ULTRASOFT,24,2,25
2018,Australian Grand Prix,VAN,2,SUPERSOFT,33,26,58
2018,Australian Grand Prix,VER,1,SUPERSOFT,20,2,21
2018,Australian Grand Prix,VER,2,SOFT,37,22,58
2018,Australian Grand Prix,VET,1,ULTRASOFT,25,2,26
2018,Australian Grand Prix,VET,2,SOFT,32,27,58
2018,Austrian Grand Prix,ALO,1,SUPERSOFT,14,2,15
2018,Austrian Grand Prix,ALO,2,SOFT,55,16,70
2018,Austrian Grand Prix,BOT,1,SUPERSOFT,13,2,14
2018,Austrian Grand Prix,ERI,1,SOFT,44,2,45
2018,Austrian Grand Prix,ERI,2,SUPERSOFT,25,46,70
2018,Austrian Grand Prix,GAS,1,SUPERSOFT,14,2,15
2018,Austrian Grand Prix,GAS,2,SOFT,55,16,70
2018,Austrian Grand Prix,GRO,1,ULTRASOFT,14,2,15
2018,Austrian Grand Prix,GRO,2,SOFT,55,16,70
2018,Austrian Grand Prix,HAM,1,SUPERSOFT,23,3,25
2018,Austrian Grand Prix,HAM,2,SOFT,27,26,52
2018,Austrian Grand Prix,HAM,3,SUPERSOFT,11,53,63
2018,Austrian Grand Prix,HAR,1,SUPERSOFT,54,2,55
2018,Austrian Grand Prix,HUL,1,ULTRASOFT,11,2,12
2018,Austrian Grand Prix,LEC,1,SUPERSOFT,14,2,15
2018,Austrian Grand Prix,LEC,2,SOFT,55,16,70
2018,Austrian Grand Prix,MAG,1,ULTRASOFT,27,2,28
2018,Austrian Grand Prix,MAG,2,SOFT,42,29,70
2018,Austrian Grand Prix,OCO,1,SUPERSOFT,14,2,15
2018,Austrian Grand Prix,OCO,2,SOFT,55,16,70
2018,Austrian Grand Prix,PER,1,SUPERSOFT,26,2,27
2018,Austrian Grand Prix,PER,2,SOFT,43,28,70
2018,Austrian Grand Prix,RAI,1,ULTRASOFT,14,2,15
2018,Austrian Grand Prix,RAI,2,SOFT,56,16,71
2018,Austrian Grand Prix,RIC,1,SUPERSOFT,14,2,15
2018,Austrian Grand Prix,RIC,2,SOFT,23,16,38
2018,Austrian Grand Prix,RIC,3,SUPERSOFT,16,39,54
2018,Austrian Grand Prix,SAI,1,ULTRASOFT,14,2,15
2018,Austrian Grand Prix,SAI,2,SOFT,19,16,34
2018,Austrian Grand Prix,SAI,3,SUPERSOFT,36,35,70
2018,Austrian Grand Prix,SIR,1,SUPERSOFT,23,2,24
2018,Austrian Grand Prix,SIR,2,SOFT,36,25,60
2018,Austrian Grand Prix,SIR,3,ULTRASOFT,9,61,69
2018,Austrian Grand Prix,STR,1,ULTRASOFT,14,2,15
2018,Austrian Grand Prix,STR,2,SOFT,50,16,65
2018,Austrian Grand Prix,STR,3,SUPERSOFT,4,66,69
2018,Austrian Grand Prix,VAN,1,SUPERSOFT,1,1,1
2018,Austrian Grand Prix,VAN,2,SOFT,39,2,40
2018,Austrian Grand Prix,VAN,3,SOFT,25,41,65
2018,Austrian Grand Prix,VER,1,SUPERSOFT,14,2,15
2018,Austrian Grand Prix,VER,2,SOFT,56,16,71
2018,Austrian Grand Prix,VET,1,ULTRASOFT,14,2,15
2018,Austrian Grand Prix,VET,2,SOFT,56,16,71
2018,Azerbaijan Grand Prix,ALO,1,SUPERSOFT,1,1,1
2018,Azerbaijan Grand Prix,ALO,2,SOFT,39,2,40
2018,Azerbaijan Grand Prix,ALO,3,ULTRASOFT,11,41,51
2018,Azerbaijan Grand Prix,BOT,1,SUPERSOFT,39,2,40
2018,Azerbaijan Grand Prix,BOT,2,ULTRASOFT,9,41,49
2018,Azerbaijan Grand Prix,ERI,1,SUPERSOFT,1,1,1
2018,Azerbaijan Grand Prix,ERI,2,SOFT,17,2,18
2018,Azerbaijan Grand Prix,ERI,3,ULTRASOFT,18,19,36
2018,Azerbaijan Grand Prix,ERI,4,ULTRASOFT,3,37,39
2018,Azerbaijan Grand Prix,ERI,5,ULTRASOFT,12,40,51
2018,Azerbaijan Grand Prix,GAS,1,ULTRASOFT,11,2,12
2018,Azerbaijan Grand Prix,GAS,2,SOFT,27,13,39
2018,Azerbaijan Grand Prix,GAS,3,ULTRASOFT,12,40,51
2018,Azerbaijan Grand Prix,GRO,1,SOFT,1,2,2
2018,Azerbaijan Grand Prix,GRO,2,SUPERSOFT,38,3,40
2018,Azerbaijan Grand Prix,GRO,3,ULTRASOFT,3,41,43
2018,Azerbaijan Grand Prix,HAM,1,SUPERSOFT,21,2,22
2018,Azerbaijan Grand Prix,HAM,2,SOFT,18,23,40
2018,Azerbaijan Grand Prix,HAM,3,ULTRASOFT,11,41,51
2018,Azerbaijan Grand Prix,HAR,1,SOFT,1,1,1
2018,Azerbaijan Grand Prix,HAR,2,ULTRASOFT,21,2,22
2018,Azerbaijan Grand Prix,HAR,3,SUPERSOFT,17,23,39
2018,Azerbaijan Grand Prix,HAR,4,ULTRASOFT,12,40,51
2018,Azerbaijan Grand Prix,HUL,1,ULTRASOFT,10,2,11
2018,Azerbaijan Grand Prix,LEC,1,SUPERSOFT,23,2,24
2018,Azerbaijan Grand Prix,LEC,2,SOFT,16,25,40
2018,Azerbaijan Grand Prix,LEC,3,ULTRASOFT,11,41,51
2018,Azerbaijan Grand Prix,MAG,1,SUPERSOFT,1,1,1
2018,Azerbaijan Grand Prix,MAG,2,SOFT,38,2,39
2018,Azerbaijan Grand Prix,MAG,3,ULTRASOFT,12,40,51
2018,Azerbaijan Grand Prix,OCO,1,ULTRASOFT,1,1,1
2018,Azerbaijan Grand Prix,PER,1,ULTRASOFT,1,2,2
2018,Azerbaijan Grand Prix,PER,2,SOFT,38,3,40
2018,Azerbaijan Grand Prix,PER,3,SUPERSOFT,11,41,51
2018,Azerbaijan Grand Prix,RAI,1,ULTRASOFT,1,1,1
2018,Azerbaijan Grand Prix,RAI,2,SOFT,39,2,40
2018,Azerbaijan Grand Prix,RAI,3,ULTRASOFT,11,41,51
2018,Azerbaijan Grand Prix,RIC,1,SUPERSOFT,36,2,37
2018,Azerbaijan Grand Prix,RIC,2,ULTRASOFT,3,38,40
2018,Azerbaijan Grand Prix,SAI,1,ULTRASOFT,14,2,15
2018,Azerbaijan Grand Prix,SAI,2,SOFT,25,16,40
2018,Azerbaijan Grand Prix,SAI,3,ULTRASOFT,11,41,51
2018,Azerbaijan Grand Prix,SIR,1,SUPERSOFT,1,1,1
2018,Azerbaijan Grand Prix,STR,1,SUPERSOFT,22,2,23
2018,Azerbaijan Grand Prix,STR,2,SOFT,17,24,40
2018,Azerbaijan Grand Prix,STR,3,ULTRASOFT,11,41,51
2018,Azerbaijan Grand Prix,VAN,1,SUPERSOFT,16,2,17
2018,Azerbaijan Grand Prix,VAN,2,SOFT,8,18,25
2018,Azerbaijan Grand Prix,VAN,3,ULTRASOFT,14,26,39
2018,Azerbaijan Grand Prix,VAN,4,ULTRASOFT,7,40,46
2018,Azerbaijan Grand Prix,VAN,5,ULTRASOFT,5,47,51
2018,Azerbaijan Grand Prix,VER,1,SUPERSOFT,37,2,38
2018,Azerbaijan Grand Prix,VER,2,ULTRASOFT,2,39,40
2018,Azerbaijan Grand Prix,VET,1,SUPERSOFT,28,3,30
2018,Azerbaijan Grand Prix,VET,2,SOFT,10,31,40
2018,Azerbaijan Grand Prix,VET,3,ULTRASOFT,11,41,51
2018,Bahrain Grand Prix,ALO,1,SOFT,13,2,14
2018,Bahrain Grand Prix,ALO,2,MEDIUM,25,15,39
2018,Bahrain Grand Prix,ALO,3,SUPERSOFT,17,40,56
2018,Bahrain Grand Prix,BOT,1,SUPERSOFT,19,2,20
2018,Bahrain Grand Prix,BOT,2,MEDIUM,37,21,57
2018,Bahrain Grand Prix,ERI,1,SOFT,22,2,23
2018,Bahrain Grand Prix,ERI,2,MEDIUM,33,24,56
2018,Bahrain Grand Prix,GAS,1,SUPERSOFT,14,2,15
2018,Bahrain Grand Prix,GAS,2,SOFT,19,16,34
2018,Bahrain Grand Prix,GAS,3,SUPERSOFT,23,35,57
2018,Bahrain Grand Prix,GRO,1,SUPERSOFT,17,2,18
2018,Bahrain Grand Prix,GRO,2,SOFT,12,19,30
2018,Bahrain Grand Prix,GRO,3,SUPERSOFT,15,31,45
2018,Bahrain Grand Prix,GRO,4,SUPERSOFT,11,46,56
2018,Bahrain Grand Prix,HAM,1,SOFT,25,2,26
2018,Bahrain Grand Prix,HAM,2,MEDIUM,31,27,57
2018,Bahrain Grand Prix,HAR,1,SUPERSOFT,19,2,20
2018,Bahrain Grand Prix,HAR,2,SOFT,22,21,42
2018,Bahrain Grand Prix,HAR,3,SUPERSOFT,14,43,56
2018,Bahrain Grand Prix,HUL,1,SUPERSOFT,14,2,15
2018,Bahrain Grand Prix,HUL,2,SOFT,24,16,39
2018,Bahrain Grand Prix,HUL,3,SUPERSOFT,18,40,57
2018,Bahrain Grand Prix,LEC,1,SOFT,2,2,3
2018,Bahrain Grand Prix,LEC,2,MEDIUM,31,4,34
2018,Bahrain Grand Prix,LEC,3,SUPERSOFT,22,35,56
2018,Bahrain Grand Prix,MAG,1,SUPERSOFT,12,2,13
2018,Bahrain Grand Prix,MAG,2,SUPERSOFT,14,14,27
2018,Bahrain Grand Prix,MAG,3,SOFT,30,28,57
2018,Bahrain Grand Prix,OCO,1,SUPERSOFT,14,2,15
2018,Bahrain Grand Prix,OCO,2,MEDIUM,20,16,35
2018,Bahrain Grand Prix,OCO,3,SOFT,21,36,56
2018,Bahrain Grand Prix,PER,1,SOFT,8,2,9
2018,Bahrain Grand Prix,PER,2,MEDIUM,23,10,32
2018,Bahrain Grand Prix,PER,3,SUPERSOFT,24,33,56
2018,Bahrain Grand Prix,RAI,1,SUPERSOFT,18,2,19
2018,Bahrain Grand Prix,RAI,2,SOFT,15,20,34
2018,Bahrain Grand Prix,SAI,1,SUPERSOFT,15,2,16
2018,Bahrain Grand Prix,SAI,2,SUPERSOFT,10,17,26
2018,Bahrain Grand Prix,SAI,3,SOFT,30,27,56
2018,Bahrain Grand Prix,SIR,1,SOFT,21,2,22
2018,Bahrain Grand Prix,SIR,2,MEDIUM,18,23,40
2018,Bahrain Grand Prix,SIR,3,SUPERSOFT,16,41,56
2018,Bahrain Grand Prix,STR,1,SOFT,9,2,10
2018,Bahrain Grand Prix,STR,2,SUPERSOFT,20,11,30
2018,Bahrain Grand Prix,STR,3,MEDIUM,26,31,56
2018,Bahrain Grand Prix,VAN,1,SUPERSOFT,9,2,10
2018,Bahrain Grand Prix,VAN,2,SOFT,18,11,28
2018,Bahrain Grand Prix,VAN,3,MEDIUM,28,29,56
2018,Bahrain Grand Prix,VER,1,SOFT,1,2,2
2018,Bahrain Grand Prix,VER,2,SUPERSOFT,2,3,4
2018,Bahrain Grand Prix,VET,1,SUPERSOFT,16,3,18
2018,Bahrain Grand Prix,VET,2,SOFT,39,19,57
2018,Belgian Grand Prix,ALO,1,SOFT,1,1,1
2018,Belgian Grand Prix,BOT,1,SOFT,1,1,1
2018,Belgian Grand Prix,BOT,2,SOFT,1,2,2
2018,Belgian Grand Prix,BOT,3,SUPERSOFT,27,3,29
2018,Belgian Grand Prix,BOT,4,SOFT,15,30,44
2018,Belgian Grand Prix,ERI,1,SOFT,1,1,1
2018,Belgian Grand Prix,ERI,2,SOFT,25,2,26
2018,Belgian Grand Prix,ERI,3,SUPERSOFT,17,27,43
2018,Belgian Grand Prix,GAS,1,SUPERSOFT,1,1,1
2018,Belgian Grand Prix,GAS,2,SUPERSOFT,24,2,25
2018,Belgian Grand Prix,GAS,3,SOFT,19,26,44
2018,Belgian Grand Prix,GRO,1,SUPERSOFT,1,1,1
2018,Belgian Grand Prix,GRO,2,SUPERSOFT,22,2,23
2018,Belgian Grand Prix,GRO,3,SUPERSOFT,21,24,44
2018,Belgian Grand Prix,HAM,1,SUPERSOFT,1,1,1
2018,Belgian Grand Prix,HAM,2,SUPERSOFT,20,2,21
2018,Belgian Grand Prix,HAM,3,SOFT,23,22,44
2018,Belgian Grand Prix,HAR,1,SOFT,1,1,1
2018,Belgian Grand Prix,HAR,2,SOFT,30,2,31
2018,Belgian Grand Prix,HAR,3,SUPERSOFT,12,32,43
2018,Belgian Grand Prix,HUL,1,SOFT,1,1,1
2018,Belgian Grand Prix,LEC,1,SOFT,1,1,1
2018,Belgian Grand Prix,MAG,1,SUPERSOFT,1,1,1
2018,Belgian Grand Prix,MAG,2,SUPERSOFT,25,2,26
2018,Belgian Grand Prix,MAG,3,SUPERSOFT,18,27,44
2018,Belgian Grand Prix,OCO,1,SUPERSOFT,1,1,1
2018,Belgian Grand Prix,OCO,2,SUPERSOFT,23,2,24
2018,Belgian Grand Prix,OCO,3,SOFT,20,25,44
2018,Belgian Grand Prix,PER,1,SUPERSOFT,1,1,1
2018,Belgian Grand Prix,PER,2,SUPERSOFT,24,2,25
2018,Belgian Grand Prix,PER,3,SOFT,19,26,44
2018,Belgian Grand Prix,RAI,1,SUPERSOFT,1,1,1
2018,Belgian Grand Prix,RAI,2,MEDIUM,6,2,7
2018,Belgian Grand Prix,RAI,3,MEDIUM,1,8,8
2018,Belgian Grand Prix,RIC,1,SUPERSOFT,1,1,1
2018,Belgian Grand Prix,RIC,2,SOFT,27,2,28
2018,Belgian Grand Prix,SAI,1,MEDIUM,1,1,1
2018,Belgian Grand Prix,SAI,2,MEDIUM,21,2,22
2018,Belgian Grand Prix,SAI,3,SUPERSOFT,21,23,43
2018,Belgian Grand Prix,SIR,1,SOFT,1,1,1
2018,Belgian Grand Prix,SIR,2,SOFT,23,2,24
2018,Belgian Grand Prix,SIR,3,SUPERSOFT,19,25,43
2018,Belgian Grand Prix,STR,1,SOFT,1,1,1
2018,Belgian Grand Prix,STR,2,SOFT,22,2,23
2018,Belgian Grand Prix,STR,3,SUPERSOFT,20,24,43
2018,Belgian Grand Prix,VAN,1,SOFT,1,1,1
2018,Belgian Grand Prix,VAN,2,SOFT,1,2,2
2018,Belgian Grand Prix,VAN,3,MEDIUM,26,3,28
2018,Belgian Grand Prix,VAN,4,SUPERSOFT,15,29,43
2018,Belgian Grand Prix,VER,1,SUPERSOFT,25,2,26
2018,Belgian Grand Prix,VER,2,SOFT,18,27,44
2018,Belgian Grand Prix,VET,1,SUPERSOFT,1,1,1
2018,Belgian Grand Prix,VET,2,SUPERSOFT,21,2,22
2018,Belgian Grand Prix,VET,3,SOFT,22,23,44
2018,Brazilian Grand Prix,ALO,1,SOFT,15,1,15
2018,Brazilian Grand Prix,ALO,2,MEDIUM,39,16,54
2018,Brazilian Grand Prix,ALO,3,SUPERSOFT,15,55,69
2018,Brazilian Grand Prix,BOT,1,SUPERSOFT,18,1,18
2018,Brazilian Grand Prix,BOT,2,MEDIUM,41,19,59
2018,Brazilian Grand Prix,BOT,3,SOFT,12,60,71
2018,Brazilian Grand Prix,ERI,1,SUPERSOFT,18,1,18
2018,Brazilian Grand Prix,ERI,2,MEDIUM,2,19,20
2018,Brazilian Grand Prix,GAS,1,SUPERSOFT,22,1,22
2018,Brazilian Grand Prix,GAS,2,MEDIUM,48,23,70
2018,Brazilian Grand Prix,GRO,1,SUPERSOFT,32,1,32
2018,Brazilian Grand Prix,GRO,2,MEDIUM,39,33,71
2018,Brazilian Grand Prix,HAM,1,SUPERSOFT,19,1,19
2018,Brazilian Grand Prix,HAM,2,MEDIUM,52,20,71
2018,Brazilian Grand Prix,HAR,1,MEDIUM,49,1,49
2018,Brazilian Grand Prix,HAR,2,SUPERSOFT,21,50,70
2018,Brazilian Grand Prix,HUL,1,SOFT,32,1,32
2018,Brazilian Grand Prix,LEC,1,SUPERSOFT,35,1,35
2018,Brazilian Grand Prix,LEC,2,MEDIUM,36,36,71
2018,Brazilian Grand Prix,MAG,1,SOFT,41,1,41
2018,Brazilian Grand Prix,MAG,2,SUPERSOFT,30,42,71
2018,Brazilian Grand Prix,OCO,1,SOFT,40,1,40
2018,Brazilian Grand Prix,OCO,2,SUPERSOFT,17,41,57
2018,Brazilian Grand Prix,OCO,3,SUPERSOFT,13,58,70
2018,Brazilian Grand Prix,PER,1,SUPERSOFT,39,1,39
2018,Brazilian Grand Prix,PER,2,SOFT,31,40,70
2018,Brazilian Grand Prix,RAI,1,SOFT,31,1,31
2018,Brazilian Grand Prix,RAI,2,MEDIUM,40,32,71
2018,Brazilian Grand Prix,RIC,1,SUPERSOFT,39,1,39
2018,Brazilian Grand Prix,RIC,2,SOFT,32,40,71
2018,Brazilian Grand Prix,SAI,1,SOFT,25,1,25
2018,Brazilian Grand Prix,SAI,2,MEDIUM,23,26,48
2018,Brazilian Grand Prix,SAI,3,SUPERSOFT,22,49,70
2018,Brazilian Grand Prix,SIR,1,SOFT,16,1,16
2018,Brazilian Grand Prix,SIR,2,MEDIUM,53,17,69
2018,Brazilian Grand Prix,STR,1,SOFT,17,1,17
2018,Brazilian Grand Prix,STR,2,MEDIUM,48,18,65
2018,Brazilian Grand Prix,STR,3,SUPERSOFT,4,66,69
2018,Brazilian Grand Prix,VAN,1,SOFT,28,1,28
2018,Brazilian Grand Prix,VAN,2,MEDIUM,42,29,70
2018,Brazilian Grand Prix,VER,1,SUPERSOFT,35,1,35
2018,Brazilian Grand Prix,VER,2,SOFT,36,36,71
2018,Brazilian Grand Prix,VET,1,SOFT,27,1,27
2018,Brazilian Grand Prix,VET,2,MEDIUM,26,28,53
2018,Brazilian Grand Prix,VET,3,SUPERSOFT,18,54,71
2018,British Grand Prix,ALO,1,SOFT,12,2,13
2018,British Grand Prix,ALO,2,MEDIUM,19,14,32
2018,British Grand Prix,ALO,3,SOFT,20,33,52
2018,British Grand Prix,BOT,1,SOFT,20,2,21
2018,British Grand Prix,BOT,2,MEDIUM,31,22,52
2018,British Grand Prix,ERI,1,SOFT,23,2,24
2018,British Grand Prix,ERI,2,MEDIUM,8,25,32
2018,British Grand Prix,GAS,1,SOFT,19,2,20
2018,British Grand Prix,GAS,2,MEDIUM,12,21,32
2018,British Grand Prix,GAS,3,SOFT,20,33,52
2018,British Grand Prix,GRO,1,SOFT,25,2,26
2018,British Grand Prix,GRO,2,MEDIUM,12,27,38
2018,British Grand Prix,HAM,1,SOFT,24,2,25
2018,British Grand Prix,HAM,2,MEDIUM,27,26,52
2018,British Grand Prix,HUL,1,MEDIUM,19,2,20
2018,British Grand Prix,HUL,2,HARD,32,21,52
2018,British Grand Prix,LEC,1,SOFT,17,2,18
2018,British Grand Prix,MAG,1,SOFT,24,2,25
2018,British Grand Prix,MAG,2,MEDIUM,27,26,52
2018,British Grand Prix,OCO,1,SOFT,18,2,19
2018,British Grand Prix,OCO,2,MEDIUM,33,20,52
2018,British Grand Prix,PER,1,SOFT,12,2,13
2018,British Grand Prix,PER,2,MEDIUM,19,14,32
2018,British Grand Prix,PER,3,SOFT,20,33,52
2018,British Grand Prix,RAI,1,SOFT,12,2,13
2018,British Grand Prix,RAI,2,MEDIUM,20,14,33
2018,British Grand Prix,RAI,3,SOFT,19,34,52
2018,British Grand Prix,RIC,1,SOFT,17,2,18
2018,British Grand Prix,RIC,2,MEDIUM,12,19,30
2018,British Grand Prix,RIC,3,SOFT,22,31,52
2018,British Grand Prix,SAI,1,MEDIUM,16,2,17
2018,British Grand Prix,SAI,2,HARD,15,18,32
2018,British Grand Prix,SAI,3,SOFT,6,33,38
2018,British Grand Prix,SIR,1,SOFT,20,2,21
2018,British Grand Prix,SIR,2,MEDIUM,31,22,52
2018,British Grand Prix,STR,1,MEDIUM,29,2,30
2018,British Grand Prix,STR,2,SOFT,22,31,52
2018,British Grand Prix,VAN,1,SOFT,20,2,21
2018,British Grand Prix,VAN,2,MEDIUM,12,22,33
2018,British Grand Prix,VAN,3,SOFT,19,34,52
2018,British Grand Prix,VER,1,SOFT,16,2,17
2018,British Grand Prix,VER,2,MEDIUM,16,18,33
2018,British Grand Prix,VER,3,SOFT,14,34,47
2018,British Grand Prix,VET,1,SOFT,18,3,20
2018,British Grand Prix,VET,2,MEDIUM,13,21,33
2018,British Grand Prix,VET,3,SOFT,19,34,52
2018,Canadian Grand Prix,ALO,1,ULTRASOFT,17,2,18
2018,Canadian Grand Prix,ALO,2,SUPERSOFT,23,19,41
2018,Canadian Grand Prix,BOT,1,ULTRASOFT,35,2,36
2018,Canadian Grand Prix,BOT,2,SUPERSOFT,34,37,70
2018,Canadian Grand Prix,ERI,1,ULTRASOFT,1,1,1
2018,Canadian Grand Prix,ERI,2,SUPERSOFT,67,2,68
2018,Canadian Grand Prix,GAS,1,HYPERSOFT,22,2,23
2018,Canadian Grand Prix,GAS,2,SUPERSOFT,46,24,69
2018,Canadian Grand Prix,GRO,1,ULTRASOFT,47,2,48
2018,Canadian Grand Prix,GRO,2,SUPERSOFT,21,49,69
2018,Canadian Grand Prix,HAM,1,ULTRASOFT,15,2,16
2018,Canadian Grand Prix,HAM,2,SUPERSOFT,54,17,70
2018,Canadian Grand Prix,HAR,1,HYPERSOFT,1,1,1
2018,Canadian Grand Prix,HUL,1,HYPERSOFT,12,2,13
2018,Canadian Grand Prix,HUL,2,SUPERSOFT,56,14,69
2018,Canadian Grand Prix,LEC,1,ULTRASOFT,18,2,19
2018,Canadian Grand Prix,LEC,2,SUPERSOFT,50,20,69
2018,Canadian Grand Prix,MAG,1,ULTRASOFT,21,2,22
2018,Canadian Grand Prix,MAG,2,SUPERSOFT,47,23,69
2018,Canadian Grand Prix,OCO,1,HYPERSOFT,10,2,11
2018,Canadian Grand Prix,OCO,2,SUPERSOFT,58,12,69
2018,Canadian Grand Prix,PER,1,HYPERSOFT,8,2,9
2018,Canadian Grand Prix,PER,2,SUPERSOFT,35,10,44
2018,Canadian Grand Prix,PER,3,SUPERSOFT,25,45,69
2018,Canadian Grand Prix,RAI,1,ULTRASOFT,31,2,32
2018,Canadian Grand Prix,RAI,2,SUPERSOFT,38,33,70
2018,Canadian Grand Prix,RIC,1,HYPERSOFT,16,2,17
2018,Canadian Grand Prix,RIC,2,SUPERSOFT,53,18,70
2018,Canadian Grand Prix,SAI,1,HYPERSOFT,13,2,14
2018,Canadian Grand Prix,SAI,2,SUPERSOFT,55,15,69
2018,Canadian Grand Prix,SIR,1,SUPERSOFT,25,2,26
2018,Canadian Grand Prix,SIR,2,ULTRASOFT,42,27,68
2018,Canadian Grand Prix,STR,1,ULTRASOFT,1,1,1
2018,Canadian Grand Prix,VAN,1,ULTRASOFT,1,1,1
2018,Canadian Grand Prix,VAN,2,SUPERSOFT,47,2,48
2018,Canadian Grand Prix,VAN,3,HYPERSOFT,20,49,68
2018,Canadian Grand Prix,VER,1,HYPERSOFT,15,2,16
2018,Canadian Grand Prix,VER,2,SUPERSOFT,54,17,70
2018,Canadian Grand Prix,VET,1,ULTRASOFT,35,3,37
